鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,91.67,Unnamed: 4,鄉村區,乙種建築用地,1120517,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,149.35,4,2,4.1,有,無,8580000,57449,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMLNHIGFBQ78CB,上荷院8期,8C區棟13號,Unnamed: 30,來源資料夾,民雄鄉,嘉義縣民雄鄉正義二街,169.25,住,Unnamed: 5,Unnamed: 6,1120813,土地4建物1車位0,242.18,5,25800000,106532,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120715.0,土地1建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.24,3.0,2.0,2.0,有,無,9310000.0,88559.0,坡道平面,17.05,1500000.0,,RPPNMLRJQHIGFDQ96CB,清景麟嘉科,A棟7號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120718.0,土地1建物1車位2,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,152.26,3.0,2.0,2.0,有,無,13120000.0,85338.0,坡道平面,38.36,3400000.0,,RPQNMLRJQHIGFDQ07CB,清景麟嘉科,B棟8號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120720.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.37,3.0,2.0,2.0,有,無,9220000.0,86404.0,坡道平面,19.18,1600000.0,,RPRNMLRJQHIGFDQ17CB,清景麟嘉科,B棟7號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,18.54,住,,,1120722.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.53,2.0,2.0,1.0,有,無,8420000.0,89325.0,坡道平面,19.18,1600000.0,,RPSNMLRJQHIGFDQ27CB,清景麟嘉科,B棟12號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120722.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.05,3.0,2.0,2.0,有,無,11210000.0,85903.0,坡道平面,19.18,1600000.0,,RPTNMLRJQHIGFDQ37CB,清景麟嘉科,A棟2號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120723.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.08,3.0,2.0,2.0,有,無,11280000.0,84987.0,坡道平面,19.18,1600000.0,,RPUNMLRJQHIGFDQ47CB,清景麟嘉科,A棟8號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120723.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.96,3.0,2.0,2.0,有,無,10380000.0,77956.0,坡道平面,17.05,1500000.0,,RPVNMLRJQHIGFDQ57CB,清景麟嘉科,A棟11號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120728.0,土地1建物1車位1,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.96,3.0,2.0,2.0,有,無,10980000.0,83020.0,坡道平面,19.18,1700000.0,,RPWNMLRJQHIGFDQ67CB,清景麟嘉科,A棟2號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120729.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.08,3.0,2.0,2.0,有,無,11150000.0,82968.0,坡道平面,19.18,1700000.0,,RPXNMLRJQHIGFDQ77CB,清景麟嘉科,A棟8號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120729.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.37,3.0,2.0,2.0,有,無,9560000.0,89126.0,坡道平面,19.18,1700000.0,,RPOOMLRJQHIGFDQ96CB,清景麟嘉科,A棟7號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,23.03,住,,,1120730.0,土地1建物1車位1,一層,10.0,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,,115.96,0.0,0.0,0.0,無,無,14620000.0,136503.0,坡道平面,21.31,1700000.0,,RPPOMLRJQHIGFDQ07CB,清景麟嘉科,S棟7號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120730.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.05,3.0,2.0,2.0,有,無,11590000.0,88406.0,坡道平面,19.18,1700000.0,,RPQOMLRJQHIGFDQ17CB,清景麟嘉科,A棟3號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120731.0,土地1建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.05,3.0,2.0,2.0,有,無,11350000.0,86261.0,坡道平面,19.18,1700000.0,,RPROMLRJQHIGFDQ27CB,清景麟嘉科,A棟3號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大林鎮,房地(土地+建物)+車位,嘉義縣大林鎮民生北路,27.19,住,,,1120805.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.42,2.0,1.0,1.0,有,無,5760000.0,76076.0,升降平面,7.25,650000.0,,RPPNMLSJQHIGFCQ96CB,民生馥儷,5C號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大林鎮,房地(土地+建物),嘉義縣大林鎮林頭,103.31,,鄉村區,乙種建築用地,1120722.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.84,4.0,2.0,4.0,有,無,9100000.0,61553.0,,0.0,0.0,,RPQNMLSJQHIGFCQ07CB,新社團三期,H棟2號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大林鎮,房地(土地+建物),嘉義縣大林鎮林頭,103.31,,鄉村區,乙種建築用地,1120730.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.84,4.0,2.0,4.0,有,無,9080000.0,61418.0,,0.0,0.0,,RPRNMLSJQHIGFCQ17CB,新社團三期,H棟33號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物),嘉義縣太保市田尾里田尾嘉56鄉道,153.31,,特定農業區,甲種建築用地,1120805.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.25,4.0,2.0,5.0,有,無,10800000.0,58936.0,,0.0,0.0,,RPPNMLSJQHIGFDQ17DB,御品苑,C棟7號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂段142地號,14.97,商,,,1120809.0,土地1建物1車位0,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.36,2.0,2.0,2.0,有,無,7150000.0,80013.0,,0.0,0.0,,RPPNMLTJQHIGFCQ07CB,領袖,A棟5號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,111.53,住,,,1120727.0,土地5建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,206.23,4.0,1.0,4.0,有,無,16930000.0,82093.0,一樓平面,0.0,0.0,,RPPNMLTJQHIGFBQ96CB,大人物,A棟8號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴子市,房地(土地+建物),嘉義縣朴子市八德路,150.62,住,,,1120804.0,土地5建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,242.63,4.0,1.0,4.0,有,無,21500000.0,88612.0,,0.0,0.0,,RPQNMLTJQHIGFBQ07CB,大人物,A棟1號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,111.53,住,,,1120804.0,土地5建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,206.22,4.0,1.0,4.0,有,無,17100000.0,82921.0,一樓平面,0.0,0.0,,RPRNMLTJQHIGFBQ17CB,大人物,A棟2號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,18.54,住,,,1120803.0,土地1建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.53,2.0,2.0,1.0,有,無,8700000.0,91683.0,坡道平面,19.18,1700000.0,,RPPNMLQKQHIGFDQ96CB,清景麟嘉科,B棟12號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物),嘉義縣太保市太保三路與縣府三街交叉口,18.54,住,,,1120806.0,土地1建物1車位0,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.35,2.0,2.0,1.0,有,無,7080000.0,92731.0,,0.0,0.0,,RPQNMLQKQHIGFDQ07CB,清景麟嘉科,A棟12號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120802.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.18,3.0,2.0,2.0,有,無,9010000.0,85215.0,坡道平面,17.05,1500000.0,,RPSNMLQKQHIGFDQ27CB,清景麟嘉科,A棟6號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120804.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.18,3.0,2.0,2.0,有,無,8940000.0,84421.0,坡道平面,17.05,1500000.0,,RPTNMLQKQHIGFDQ37CB,清景麟嘉科,A棟5號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120801.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.05,3.0,2.0,2.0,有,無,11150000.0,84473.0,坡道平面,19.18,1700000.0,,RPUNMLQKQHIGFDQ47CB,清景麟嘉科,A棟3號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物),嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120810.0,土地1建物1車位0,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.13,3.0,2.0,2.0,有,無,7080000.0,80336.0,,0.0,0.0,,RPVNMLQKQHIGFDQ57CB,清景麟嘉科,A棟5號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物),嘉義縣太保市太保三路與縣府三街交叉口,18.54,住,,,1120803.0,土地1建物1車位0,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.35,2.0,2.0,1.0,有,無,6080000.0,79633.0,,0.0,0.0,,RPPNMLLLQHIGFDQ56CB,清景麟嘉科,A棟12號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120809.0,土地1建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.07,3.0,2.0,2.0,有,無,11600000.0,87365.0,坡道平面,19.18,1650000.0,,RPQNMLLLQHIGFDQ66CB,清景麟嘉科,A棟8號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村20-19號旁,95.22,,一般農業區,甲種建築用地,1120731.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,158.57,4.0,2.0,4.0,有,無,10280000.0,64829.0,,0.0,0.0,,RPRNMLPLQHIGFBQ96CB,上荷院9,9B棟9號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉民文段,34.78,住,,,1120731.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.74,3.0,2.0,2.0,有,無,8750000.0,68018.0,坡道平面,29.27,1100000.0,,RPPNMLPLQHIGFCQ86CB,民雄帝標,7A號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水上鄉,房地(土地+建物),嘉義縣水上鄉水上派出所南側300M,30.93,住,,,1120729.0,土地3建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.81,1.0,2.0,1.0,有,無,4800000.0,71846.0,,0.0,0.0,,RPPNMLRLQHIGFDQ17CB,東唐漾 B,B棟2F6號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中埔鄉,房地(土地+建物)+車位,嘉義縣中埔鄉幸福一街與中庄街口,51.69,住,,,1120702.0,土地2建物1車位2,七層,10.0,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,,230.13,4.0,2.0,3.0,有,無,18360000.0,80553.0,坡道平面,32.0,2400000.0,7C原申報書序號:B1QD11207210003、7D原申報書序號:B1QD11207210002，承買人欲將兩戶打通於112年8月20日重新簽訂契約，故予再次申報。,RPPNMLSLQHIGFDQ27CB,水無月-璞悅,1棟7C+7D號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物),嘉義縣太保市田尾里田尾嘉56鄉道,162.31,,特定農業區,甲種建築用地,1120627.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,182.5,4.0,2.0,5.0,有,無,10860000.0,59507.0,,0.0,0.0,,RPPNMLSLQHIGFDQ37DB,御品苑,B棟3號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村20-19號旁,96.48,,一般農業區,甲種建築用地,1120731.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.37,4.0,2.0,4.0,有,無,10880000.0,63488.0,,0.0,0.0,,RPPNMLSLQHIGFBQ07CB,上荷院9,9B棟3號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太保市,房地(土地+建物)+車位,嘉義縣太保市太保270之15號附近,32.5,住,,,1120511.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.58,2.0,2.0,1.0,有,無,5920000.0,68832.0,升降機械,8.29,600000.0,,RPTNMLLJRHIGFDQ86CB,太保贏家一期,D棟4F號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴子市,房地(土地+建物),嘉義縣朴子市嘉16線,99.75,,鄉村區,乙種建築用地,1120808.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,163.61,5.0,2.0,4.0,有,無,8500000.0,51953.0,,0.0,0.0,,RPQNMLPJRHIGFBQ76CB,長青易居,B棟19號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中埔鄉,房地(土地+建物),嘉義縣中埔鄉幸福五街,112.56,住,,,1120522.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,201.66,4.0,3.0,4.0,有,無,14500000.0,71903.0,,0.0,0.0,原申報書序號B1QD11206060009交易標的A8更正為A2重新申報,RPQNMLTKRHIGFDQ47CB,松洋第三期,A棟2號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中埔鄉,房地(土地+建物),嘉義縣中埔鄉幸福五街,113.84,住,,,1120609.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,201.66,4.0,3.0,4.0,有,無,14500000.0,71903.0,,0.0,0.0,原申報書序號B1QD11206120001建物格局更正重新申報,RPPNMLKLRHIGFDQ56CB,松洋第三期,A棟5號,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,1120916全部解約,112_04,民雄鄉,嘉義縣民雄鄉正義二街,198.31,住,,,1120812.0,土地4建物1車位0,242.57,5.0,26800000.0,110484.0,RPQNMLOKQHIGFCQ76CB,中正-森學院,A棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市?溪口,121.12,,鄉村區,乙種建築用地,1120815.0,土地4建物1車位0,168.62,4.0,11500000.0,68201.0,RPRNMLLLQHIGFBQ66DB,嘉科鑫境,C棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市?溪口,121.3,,鄉村區,乙種建築用地,1120815.0,土地4建物1車位0,168.62,4.0,11500000.0,68201.0,RPSNMLLLQHIGFBQ76DB,嘉科鑫境,C棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市?溪口,127.7,,鄉村區,乙種建築用地,1120815.0,土地4建物1車位0,174.14,4.0,11500000.0,66039.0,RPPNMLMLQHIGFBQ56DB,嘉科鑫境,C棟13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市?溪口,120.72,,鄉村區,乙種建築用地,1120815.0,土地4建物1車位0,168.62,4.0,11600000.0,68794.0,RPQNMLMLQHIGFBQ66DB,嘉科鑫境,C棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,水上鄉,嘉義縣水上鄉大崙國小南邊約250公尺,100.82,,鄉村區,乙種建築用地,1120815.0,土地1建物1車位0,142.32,3.0,8500000.0,59725.0,RPPNMLOLQHIGFDQ86CB,沐粼,A棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,水上鄉,嘉義縣水上鄉大崙國小南邊約250公尺,87.8,,鄉村區,乙種建築用地,1120815.0,土地1建物1車位0,141.87,4.0,8150000.0,57447.0,RPQNMLOLQHIGFDQ96CB,沐粼,A棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120814.0,土地1建物1車位1,133.09,2.0,11110000.0,83487.0,RPPNMLPLQHIGFDQ96CB,清景麟嘉科,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120820.0,土地1建物1車位1,130.95,2.0,11180000.0,84109.0,RPQNMLPLQHIGFDQ07CB,清景麟嘉科,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120812.0,土地1建物1車位1,132.98,2.0,10870000.0,81459.0,RPRNMLPLQHIGFDQ17CB,清景麟嘉科,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1500000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120819.0,土地1建物1車位1,105.18,2.0,8840000.0,83286.0,RPSNMLPLQHIGFDQ27CB,清景麟嘉科,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,21.31,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120816.0,土地1建物1車位1,115.67,2.0,9570000.0,83404.0,RPTNMLPLQHIGFDQ37CB,清景麟嘉科,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120814.0,土地1建物1車位1,131.05,2.0,11420000.0,86887.0,RPUNMLPLQHIGFDQ47CB,清景麟嘉科,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,大林鎮,嘉義縣大林鎮民生北路與明華路口,91.0,住,,,1120815.0,土地1建物1車位0,180.36,3.0,13450000.0,74573.0,RPPNMLRLQHIGFCQ07CB,民生馥儷,A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,一樓平面,0.0,1000000.0,,,,,,112_04,水上鄉,嘉義縣水上鄉水上派出所南側300M,31.44,住,,,1120812.0,土地3建物1車位1,71.29,1.0,6300000.0,88371.0,RPQNMLRLQHIGFDQ27CB,東唐漾 A,A棟4F2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村20-19號旁,96.48,,一般農業區,甲種建築用地,1120813.0,土地3建物1車位0,169.6,4.0,10640000.0,62736.0,RPQNMLSLQHIGFBQ17CB,上荷院9,9B棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道機械,8.0,550000.0,,,,,,112_04,新港鄉,嘉義縣新港鄉古民街,25.29,住,,,1120812.0,土地2建物1車位1,84.58,2.0,5850000.0,69209.0,RPPNMLSLQHIGFCQ17CB,新港上城,C棟C2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道機械,8.0,550000.0,,,,,,112_04,新港鄉,嘉義縣新港鄉古民街,25.29,住,,,1120819.0,土地2建物1車位1,84.58,2.0,5660000.0,66728.0,RPQNMLSLQHIGFCQ27CB,新港上城,C棟C2號
